,Compound ID,SMILES,LogP,TPSA,N_RotatableBonds,AromaticBonds,HeavyAtomCount,RingCount,N_H_Donors,N_H_Acceptors,pLC50,pLC50_bin
350,compound-351,CCCCCCCCCCCC(C)=O,4.496300000000004,17.07,10,0,14,0,0,1,5.742,4.0
190,compound-191,CCCCCCCCc1ccc(N)cc1,4.171800000000004,26.02,7,1,15,1,1,1,6.233,4.0
295,compound-296,CCCCCCCCCCCN,3.475900000000001,26.02,9,0,12,0,1,1,5.912,4.0
121,compound-122,CCO[P@@](=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,3.645100000000002,61.6,6,2,21,2,0,5,6.613,4.0
12,compound-13,CCCCCCCCCCc1ccc(N)cc1,4.952000000000004,26.02,9,1,17,1,1,1,6.575,4.0
90,compound-91,Nc1c(Cl)c(Cl)cc(Cl)c1Cl,3.8824,26.02,0,1,11,1,1,1,5.932,4.0
329,compound-330,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,5.204700000000001,20.23,0,1,12,1,1,1,6.72,4.0
44,compound-45,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,4.9536,0.0,0,1,11,1,0,0,6.0,4.0
154,compound-155,CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1,3.600400000000003,52.60000000000001,8,1,20,1,0,4,5.674,4.0
350,compound-351,CCCCCCCCCCCC(C)=O,4.496300000000004,17.07,10,0,14,0,0,1,5.742,4.0
163,compound-164,c1ccc(-c2cccc(-c3ccccc3)n2)cc1,4.415600000000003,12.89,2,3,18,3,0,1,6.042,4.0
158,compound-159,C=CCCCCCCC=C,3.6990000000000025,0.0,7,0,10,0,0,0,5.678,4.0
75,compound-76,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,4.718100000000002,40.58,6,1,18,1,0,5,6.042,4.0
154,compound-155,CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1,3.600400000000003,52.60000000000001,8,1,20,1,0,4,5.674,4.0
258,compound-259,CCCCCCCCCc1ccc(O)cc1,4.685300000000004,20.23,8,1,16,1,1,1,6.2,4.0
319,compound-320,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,5.599500000000002,20.23,2,2,20,2,1,1,5.788,4.0
265,compound-266,CCCCCCCCCCCCCN,4.256100000000004,26.02,11,0,14,0,1,1,6.484,4.0
329,compound-330,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,5.204700000000001,20.23,0,1,12,1,1,1,6.72,4.0
75,compound-76,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,4.718100000000002,40.58,6,1,18,1,0,5,6.042,4.0
217,compound-218,C=Cc1ccc(C(C)(C)C)cc1,3.627100000000002,0.0,1,1,12,1,0,0,5.515,4.0
163,compound-164,c1ccc(-c2cccc(-c3ccccc3)n2)cc1,4.415600000000003,12.89,2,3,18,3,0,1,6.042,4.0
149,compound-150,CC[C@@H](C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,2.7221,106.51,4,1,17,1,1,5,5.652,4.0
190,compound-191,CCCCCCCCc1ccc(N)cc1,4.171800000000004,26.02,7,1,15,1,1,1,6.233,4.0
158,compound-159,C=CCCCCCCC=C,3.6990000000000025,0.0,7,0,10,0,0,0,5.678,4.0
217,compound-218,C=Cc1ccc(C(C)(C)C)cc1,3.627100000000002,0.0,1,1,12,1,0,0,5.515,4.0
259,compound-260,Clc1cc(Cl)c(Cl)cc1Cl,4.3002,0.0,0,1,10,1,0,0,5.801,4.0
295,compound-296,CCCCCCCCCCCN,3.475900000000001,26.02,9,0,12,0,1,1,5.912,4.0
265,compound-266,CCCCCCCCCCCCCN,4.256100000000004,26.02,11,0,14,0,1,1,6.484,4.0
319,compound-320,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,5.599500000000002,20.23,2,2,20,2,1,1,5.788,4.0
319,compound-320,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,5.599500000000002,20.23,2,2,20,2,1,1,5.788,4.0
319,compound-320,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,5.599500000000002,20.23,2,2,20,2,1,1,5.788,4.0
149,compound-150,CC[C@@H](C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,2.7221,106.51,4,1,17,1,1,5,5.652,4.0
87,compound-88,O=[N+]([O-])c1c(Cl)cc(Cl)c([N+](=O)[O-])c1Cl,3.4632000000000005,86.28,2,1,15,1,0,4,6.087,4.0
327,compound-328,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,4.0058,20.23,0,1,11,1,1,1,5.752,4.0
158,compound-159,C=CCCCCCCC=C,3.6990000000000025,0.0,7,0,10,0,0,0,5.678,4.0
149,compound-150,CC[C@@H](C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,2.7221,106.51,4,1,17,1,1,5,5.652,4.0
4,compound-5,C#C[C@H](O)CCCCC,1.5608,20.23,4,0,9,0,1,1,5.485,4.0
265,compound-266,CCCCCCCCCCCCCN,4.256100000000004,26.02,11,0,14,0,1,1,6.484,4.0
67,compound-68,CC(C)(C)c1ccc(Oc2cccc(C=O)c2)cc1,4.588900000000004,26.3,3,2,19,2,0,2,5.837,4.0
87,compound-88,O=[N+]([O-])c1c(Cl)cc(Cl)c([N+](=O)[O-])c1Cl,3.4632000000000005,86.28,2,1,15,1,0,4,6.087,4.0
259,compound-260,Clc1cc(Cl)c(Cl)cc1Cl,4.3002,0.0,0,1,10,1,0,0,5.801,4.0
4,compound-5,C#C[C@H](O)CCCCC,1.5608,20.23,4,0,9,0,1,1,5.485,4.0
121,compound-122,CCO[P@@](=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,3.645100000000002,61.6,6,2,21,2,0,5,6.613,4.0
75,compound-76,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,4.718100000000002,40.58,6,1,18,1,0,5,6.042,4.0
259,compound-260,Clc1cc(Cl)c(Cl)cc1Cl,4.3002,0.0,0,1,10,1,0,0,5.801,4.0
350,compound-351,CCCCCCCCCCCC(C)=O,4.496300000000004,17.07,10,0,14,0,0,1,5.742,4.0
102,compound-103,O=Cc1cc(Br)cc(Br)c1O,2.7297,37.3,1,1,11,1,1,2,5.518,4.0
203,compound-204,c1ccc(SSc2ccccc2)cc1,4.486000000000002,0.0,3,2,14,2,0,2,6.298,4.0
171,compound-172,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,4.7574,0.0,1,0,10,0,0,0,6.462,4.0
75,compound-76,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,4.718100000000002,40.58,6,1,18,1,0,5,6.042,4.0
22,compound-23,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,5.420300000000004,18.46,8,1,18,1,0,5,6.161,4.0
22,compound-23,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,5.420300000000004,18.46,8,1,18,1,0,5,6.161,4.0
4,compound-5,C#C[C@H](O)CCCCC,1.5608,20.23,4,0,9,0,1,1,5.485,4.0
299,compound-300,BrC(Br)c1ccccc1C(Br)Br,5.263400000000002,0.0,2,1,12,1,0,0,5.985,4.0
93,compound-94,CC(C)O,0.3871,20.23,0,0,4,0,1,1,0.842,0.0
70,compound-71,CCC#N,0.91998,23.79,0,0,4,0,0,1,1.559,0.0
213,compound-214,C[C@@H](O)CC(C)(C)O,0.5282,40.46,2,0,8,0,2,2,1.043,0.0
304,compound-305,CCC(C)=O,0.9854,17.07,1,0,5,0,0,1,1.35,0.0
146,compound-147,C1OCOCO1,-0.0776999999999999,27.69,0,0,6,1,0,3,1.18,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
213,compound-214,C[C@@H](O)CC(C)(C)O,0.5282,40.46,2,0,8,0,2,2,1.043,0.0
80,compound-81,CC1(C)OC[C@@H](CO)O1,0.1301999999999998,38.69,1,0,9,1,1,3,0.898,0.0
93,compound-94,CC(C)O,0.3871,20.23,0,0,4,0,1,1,0.842,0.0
143,compound-144,CCOCC,1.0428000000000002,9.23,2,0,5,0,0,1,1.462,0.0
59,compound-60,CC#N,0.52988,23.79,0,0,3,0,0,1,1.398,0.0
93,compound-94,CC(C)O,0.3871,20.23,0,0,4,0,1,1,0.842,0.0
146,compound-147,C1OCOCO1,-0.0776999999999999,27.69,0,0,6,1,0,3,1.18,0.0
146,compound-147,C1OCOCO1,-0.0776999999999999,27.69,0,0,6,1,0,3,1.18,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
80,compound-81,CC1(C)OC[C@@H](CO)O1,0.1301999999999998,38.69,1,0,9,1,1,3,0.898,0.0
70,compound-71,CCC#N,0.91998,23.79,0,0,4,0,0,1,1.559,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
59,compound-60,CC#N,0.52988,23.79,0,0,3,0,0,1,1.398,0.0
81,compound-82,CCO,-0.0014,20.23,0,0,3,0,1,1,0.496,0.0
80,compound-81,CC1(C)OC[C@@H](CO)O1,0.1301999999999998,38.69,1,0,9,1,1,3,0.898,0.0
42,compound-43,C[C@@H](O)CN,-0.6741000000000001,46.25,1,0,5,0,2,2,1.474,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
244,compound-245,C1CCOC1,0.7968000000000001,9.23,0,0,5,1,0,1,1.523,0.0
81,compound-82,CCO,-0.0014,20.23,0,0,3,0,1,1,0.496,0.0
42,compound-43,C[C@@H](O)CN,-0.6741000000000001,46.25,1,0,5,0,2,2,1.474,0.0
360,compound-361,CC[C@@H](C)O,0.7772,20.23,1,0,5,0,1,1,1.305,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
80,compound-81,CC1(C)OC[C@@H](CO)O1,0.1301999999999998,38.69,1,0,9,1,1,3,0.898,0.0
29,compound-30,CCCO,0.3887,20.23,1,0,4,0,1,1,1.121,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
143,compound-144,CCOCC,1.0428000000000002,9.23,2,0,5,0,0,1,1.462,0.0
81,compound-82,CCO,-0.0014,20.23,0,0,3,0,1,1,0.496,0.0
213,compound-214,C[C@@H](O)CC(C)(C)O,0.5282,40.46,2,0,8,0,2,2,1.043,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
133,compound-134,CCCCO,0.7787999999999999,20.23,2,0,5,0,1,1,1.633,0.0
29,compound-30,CCCO,0.3887,20.23,1,0,4,0,1,1,1.121,0.0
146,compound-147,C1OCOCO1,-0.0776999999999999,27.69,0,0,6,1,0,3,1.18,0.0
146,compound-147,C1OCOCO1,-0.0776999999999999,27.69,0,0,6,1,0,3,1.18,0.0
304,compound-305,CCC(C)=O,0.9854,17.07,1,0,5,0,0,1,1.35,0.0
143,compound-144,CCOCC,1.0428000000000002,9.23,2,0,5,0,0,1,1.462,0.0
360,compound-361,CC[C@@H](C)O,0.7772,20.23,1,0,5,0,1,1,1.305,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
360,compound-361,CC[C@@H](C)O,0.7772,20.23,1,0,5,0,1,1,1.305,0.0
304,compound-305,CCC(C)=O,0.9854,17.07,1,0,5,0,0,1,1.35,0.0
244,compound-245,C1CCOC1,0.7968000000000001,9.23,0,0,5,1,0,1,1.523,0.0
244,compound-245,C1CCOC1,0.7968000000000001,9.23,0,0,5,1,0,1,1.523,0.0
304,compound-305,CCC(C)=O,0.9854,17.07,1,0,5,0,0,1,1.35,0.0
244,compound-245,C1CCOC1,0.7968000000000001,9.23,0,0,5,1,0,1,1.523,0.0
59,compound-60,CC#N,0.52988,23.79,0,0,3,0,0,1,1.398,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
93,compound-94,CC(C)O,0.3871,20.23,0,0,4,0,1,1,0.842,0.0
70,compound-71,CCC#N,0.91998,23.79,0,0,4,0,0,1,1.559,0.0
360,compound-361,CC[C@@H](C)O,0.7772,20.23,1,0,5,0,1,1,1.305,0.0
133,compound-134,CCCCO,0.7787999999999999,20.23,2,0,5,0,1,1,1.633,0.0
59,compound-60,CC#N,0.52988,23.79,0,0,3,0,0,1,1.398,0.0
80,compound-81,CC1(C)OC[C@@H](CO)O1,0.1301999999999998,38.69,1,0,9,1,1,3,0.898,0.0
59,compound-60,CC#N,0.52988,23.79,0,0,3,0,0,1,1.398,0.0
93,compound-94,CC(C)O,0.3871,20.23,0,0,4,0,1,1,0.842,0.0
80,compound-81,CC1(C)OC[C@@H](CO)O1,0.1301999999999998,38.69,1,0,9,1,1,3,0.898,0.0
133,compound-134,CCCCO,0.7787999999999999,20.23,2,0,5,0,1,1,1.633,0.0
93,compound-94,CC(C)O,0.3871,20.23,0,0,4,0,1,1,0.842,0.0
42,compound-43,C[C@@H](O)CN,-0.6741000000000001,46.25,1,0,5,0,2,2,1.474,0.0
70,compound-71,CCC#N,0.91998,23.79,0,0,4,0,0,1,1.559,0.0
133,compound-134,CCCCO,0.7787999999999999,20.23,2,0,5,0,1,1,1.633,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
244,compound-245,C1CCOC1,0.7968000000000001,9.23,0,0,5,1,0,1,1.523,0.0
42,compound-43,C[C@@H](O)CN,-0.6741000000000001,46.25,1,0,5,0,2,2,1.474,0.0
143,compound-144,CCOCC,1.0428000000000002,9.23,2,0,5,0,0,1,1.462,0.0
133,compound-134,CCCCO,0.7787999999999999,20.23,2,0,5,0,1,1,1.633,0.0
143,compound-144,CCOCC,1.0428000000000002,9.23,2,0,5,0,0,1,1.462,0.0
80,compound-81,CC1(C)OC[C@@H](CO)O1,0.1301999999999998,38.69,1,0,9,1,1,3,0.898,0.0
42,compound-43,C[C@@H](O)CN,-0.6741000000000001,46.25,1,0,5,0,2,2,1.474,0.0
70,compound-71,CCC#N,0.91998,23.79,0,0,4,0,0,1,1.559,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
304,compound-305,CCC(C)=O,0.9854,17.07,1,0,5,0,0,1,1.35,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
93,compound-94,CC(C)O,0.3871,20.23,0,0,4,0,1,1,0.842,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
213,compound-214,C[C@@H](O)CC(C)(C)O,0.5282,40.46,2,0,8,0,2,2,1.043,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
304,compound-305,CCC(C)=O,0.9854,17.07,1,0,5,0,0,1,1.35,0.0
59,compound-60,CC#N,0.52988,23.79,0,0,3,0,0,1,1.398,0.0
244,compound-245,C1CCOC1,0.7968000000000001,9.23,0,0,5,1,0,1,1.523,0.0
29,compound-30,CCCO,0.3887,20.23,1,0,4,0,1,1,1.121,0.0
70,compound-71,CCC#N,0.91998,23.79,0,0,4,0,0,1,1.559,0.0
42,compound-43,C[C@@H](O)CN,-0.6741000000000001,46.25,1,0,5,0,2,2,1.474,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
70,compound-71,CCC#N,0.91998,23.79,0,0,4,0,0,1,1.559,0.0
42,compound-43,C[C@@H](O)CN,-0.6741000000000001,46.25,1,0,5,0,2,2,1.474,0.0
244,compound-245,C1CCOC1,0.7968000000000001,9.23,0,0,5,1,0,1,1.523,0.0
81,compound-82,CCO,-0.0014,20.23,0,0,3,0,1,1,0.496,0.0
81,compound-82,CCO,-0.0014,20.23,0,0,3,0,1,1,0.496,0.0
143,compound-144,CCOCC,1.0428000000000002,9.23,2,0,5,0,0,1,1.462,0.0
70,compound-71,CCC#N,0.91998,23.79,0,0,4,0,0,1,1.559,0.0
81,compound-82,CCO,-0.0014,20.23,0,0,3,0,1,1,0.496,0.0
213,compound-214,C[C@@H](O)CC(C)(C)O,0.5282,40.46,2,0,8,0,2,2,1.043,0.0
304,compound-305,CCC(C)=O,0.9854,17.07,1,0,5,0,0,1,1.35,0.0
42,compound-43,C[C@@H](O)CN,-0.6741000000000001,46.25,1,0,5,0,2,2,1.474,0.0
143,compound-144,CCOCC,1.0428000000000002,9.23,2,0,5,0,0,1,1.462,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
42,compound-43,C[C@@H](O)CN,-0.6741000000000001,46.25,1,0,5,0,2,2,1.474,0.0
143,compound-144,CCOCC,1.0428000000000002,9.23,2,0,5,0,0,1,1.462,0.0
244,compound-245,C1CCOC1,0.7968000000000001,9.23,0,0,5,1,0,1,1.523,0.0
70,compound-71,CCC#N,0.91998,23.79,0,0,4,0,0,1,1.559,0.0
244,compound-245,C1CCOC1,0.7968000000000001,9.23,0,0,5,1,0,1,1.523,0.0
304,compound-305,CCC(C)=O,0.9854,17.07,1,0,5,0,0,1,1.35,0.0
360,compound-361,CC[C@@H](C)O,0.7772,20.23,1,0,5,0,1,1,1.305,0.0
304,compound-305,CCC(C)=O,0.9854,17.07,1,0,5,0,0,1,1.35,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
244,compound-245,C1CCOC1,0.7968000000000001,9.23,0,0,5,1,0,1,1.523,0.0
93,compound-94,CC(C)O,0.3871,20.23,0,0,4,0,1,1,0.842,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
133,compound-134,CCCCO,0.7787999999999999,20.23,2,0,5,0,1,1,1.633,0.0
244,compound-245,C1CCOC1,0.7968000000000001,9.23,0,0,5,1,0,1,1.523,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
80,compound-81,CC1(C)OC[C@@H](CO)O1,0.1301999999999998,38.69,1,0,9,1,1,3,0.898,0.0
360,compound-361,CC[C@@H](C)O,0.7772,20.23,1,0,5,0,1,1,1.305,0.0
213,compound-214,C[C@@H](O)CC(C)(C)O,0.5282,40.46,2,0,8,0,2,2,1.043,0.0
42,compound-43,C[C@@H](O)CN,-0.6741000000000001,46.25,1,0,5,0,2,2,1.474,0.0
304,compound-305,CCC(C)=O,0.9854,17.07,1,0,5,0,0,1,1.35,0.0
80,compound-81,CC1(C)OC[C@@H](CO)O1,0.1301999999999998,38.69,1,0,9,1,1,3,0.898,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
143,compound-144,CCOCC,1.0428000000000002,9.23,2,0,5,0,0,1,1.462,0.0
133,compound-134,CCCCO,0.7787999999999999,20.23,2,0,5,0,1,1,1.633,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
213,compound-214,C[C@@H](O)CC(C)(C)O,0.5282,40.46,2,0,8,0,2,2,1.043,0.0
133,compound-134,CCCCO,0.7787999999999999,20.23,2,0,5,0,1,1,1.633,0.0
213,compound-214,C[C@@H](O)CC(C)(C)O,0.5282,40.46,2,0,8,0,2,2,1.043,0.0
304,compound-305,CCC(C)=O,0.9854,17.07,1,0,5,0,0,1,1.35,0.0
213,compound-214,C[C@@H](O)CC(C)(C)O,0.5282,40.46,2,0,8,0,2,2,1.043,0.0
29,compound-30,CCCO,0.3887,20.23,1,0,4,0,1,1,1.121,0.0
133,compound-134,CCCCO,0.7787999999999999,20.23,2,0,5,0,1,1,1.633,0.0
93,compound-94,CC(C)O,0.3871,20.23,0,0,4,0,1,1,0.842,0.0
133,compound-134,CCCCO,0.7787999999999999,20.23,2,0,5,0,1,1,1.633,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
29,compound-30,CCCO,0.3887,20.23,1,0,4,0,1,1,1.121,0.0
191,compound-192,C1COCCO1,0.0332,18.46,0,0,6,1,0,2,0.932,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
304,compound-305,CCC(C)=O,0.9854,17.07,1,0,5,0,0,1,1.35,0.0
146,compound-147,C1OCOCO1,-0.0776999999999999,27.69,0,0,6,1,0,3,1.18,0.0
59,compound-60,CC#N,0.52988,23.79,0,0,3,0,0,1,1.398,0.0
29,compound-30,CCCO,0.3887,20.23,1,0,4,0,1,1,1.121,0.0
98,compound-99,CC(C)(C)O,0.7772,20.23,0,0,5,0,1,1,1.063,0.0
59,compound-60,CC#N,0.52988,23.79,0,0,3,0,0,1,1.398,0.0
59,compound-60,CC#N,0.52988,23.79,0,0,3,0,0,1,1.398,0.0
29,compound-30,CCCO,0.3887,20.23,1,0,4,0,1,1,1.121,0.0
146,compound-147,C1OCOCO1,-0.0776999999999999,27.69,0,0,6,1,0,3,1.18,0.0
