,Compound ID,SMILES,MolecularWeight,LogP,TPSA,N_RotatableBonds,AromaticBonds,HeavyAtomCount,N_H_Donors,N_H_Acceptors,Max_Partial_Charge,Min_Partial_Charge,pLC50
251,compound-252,CCCCCCCCCCCC#N,181.323,4.430880000000004,23.79,9,0,13,0,1,0.1983473916881687,0.0621245096332805,5.625
252,compound-253,C[C@H]1CNC[C@H](C)O1,115.176,0.3832,21.26,0,0,8,1,2,0.3729250938990799,0.0675157626886292,2.474
253,compound-254,Oc1ccc(Cl)cc1,128.558,2.0456,20.23,0,1,8,1,1,0.5079651858460357,0.115179759988827,4.323
254,compound-255,COC(C)(C)C,88.14999999999999,1.4313,9.23,0,0,6,0,1,0.3791035972502146,0.0594252076440529,2.118
255,compound-256,CC(C)CC=O,86.134,1.2314,17.07,2,0,6,0,1,0.3033918831660733,0.1197457106441768,4.424
256,compound-257,Nc1ccc(Cl)c(Cl)c1Cl,196.464,3.229,26.02,0,1,10,1,1,0.3974774171013818,0.083624474450472,4.733
257,compound-258,NC(=O)c1c(Cl)cccc1Cl,190.029,2.0923,43.09,1,1,11,1,1,0.3655067734072629,0.251232508938372,2.608
258,compound-259,CCCCCCCCCc1ccc(O)cc1,220.35599999999997,4.685300000000004,20.23,8,1,16,1,1,0.5079666452523371,0.1150948401177036,6.2
259,compound-260,Clc1cc(Cl)c(Cl)cc1Cl,215.894,4.3002,0.0,0,1,10,0,0,0.0826554795968694,0.0607694538849629,5.801
260,compound-261,Cc1ccncc1,93.12899999999998,1.39002,12.89,0,1,7,0,1,0.2647166344741127,0.0269930048234263,2.364
261,compound-262,Oc1cc(Cl)c(Cl)cc1O,179.002,2.4046000000000007,40.46,0,1,10,2,2,0.5042231259973743,0.1585008886952695,5.303
262,compound-263,O=[N+]([O-])c1ccccc1,123.11099999999996,1.5948,43.14,1,1,9,0,2,0.2689216270439584,0.2583096384435056,3.015
263,compound-264,CCOP(=O)(Cc1ccccc1)OCC,228.228,3.452700000000002,35.53,6,1,15,0,3,0.3345035801830338,0.3086390633073608,2.832
264,compound-265,CCCCCCCCCC(C)=O,170.296,3.716100000000002,17.07,8,0,12,0,1,0.300031023494696,0.1293399502822748,5.055
265,compound-266,CCCCCCCCCCCCCN,199.38199999999995,4.256100000000004,26.02,11,0,14,1,1,0.3304735039634225,0.0077275467039627,6.484
266,compound-267,Oc1ccccc1,94.113,1.3922,20.23,0,1,7,1,1,0.5079669948663066,0.1150748194752797,3.46
267,compound-268,OCCCl,80.51400000000001,0.2174999999999999,20.23,1,0,4,1,1,0.3951383143442885,0.0566298780724773,3.176
268,compound-269,CCc1ccc(C)nc1,121.183,1.95242,12.89,1,1,9,0,1,0.2613241332682575,0.0372366799611105,3.174
269,compound-270,COc1cc(OC)c(OC)cc1C=O,196.202,1.5249,44.760000000000005,4,1,14,0,4,0.4958635231809657,0.1639550900910765,3.598
270,compound-271,CCC(C)(C)c1ccc(O)cc1,164.248,3.079800000000001,20.23,2,1,12,1,1,0.5079666393925067,0.1150955453779064,4.801
271,compound-272,CCC(=O)CC,86.134,1.3755,17.07,2,0,6,0,1,0.2997406513908195,0.1318615217296646,1.747
272,compound-273,c1ccc2c(c1)CCO2,120.15099999999998,1.6215,9.23,0,1,9,0,1,0.4929594843455035,0.1221200270405636,3.167
273,compound-274,Nc1ccc([N+](=O)[O-])cc1Cl,172.571,1.8304,69.16,1,1,11,1,3,0.3975160549785139,0.2705700246765753,3.934
274,compound-275,O=C(c1ccc(Br)cc1)c1cccnc1,262.106,3.0751000000000017,29.96,2,2,15,0,2,0.2885538470044521,0.1940715807953122,4.109
275,compound-276,Oc1ccccc1Cl,128.558,2.0456,20.23,0,1,8,1,1,0.5063956313983089,0.1336666127516891,4.052
276,compound-277,Cc1ccccc1C=O,120.15099999999998,1.80752,17.07,1,1,9,0,1,0.2978855399676184,0.1498150948923804,3.356
277,compound-278,C=Cc1ccccc1,104.152,2.3296,0.0,1,1,8,0,0,0.0984700500401651,0.0262557893778424,4.41
278,compound-279,Nc1ccc(Cl)cc1,127.574,1.9222,26.02,0,1,8,1,1,0.3987274473310653,0.0406994785197214,3.609
279,compound-280,CCCCCCCO,116.204,1.9491,20.23,5,0,8,1,1,0.3963765693422927,0.0430524072235813,3.527
280,compound-281,C#C[C@@](C)(O)C(C)C,112.17199999999998,1.0266,20.23,1,0,8,1,1,0.3776484932773972,0.1242375735745817,2.738
281,compound-282,CCC(=O)Nc1ccc(Cl)c(Cl)c1,218.083,3.3419000000000016,29.1,2,1,13,1,1,0.3260519471453987,0.2235910028039518,4.405
282,compound-283,CN1CCC[C@@H]1c1cccnc1.CN1CCC[C@@H]1c1cccnc1.O=S(=O)(O)O,422.5510000000001,3.043800000000001,106.86,2,2,29,2,6,0.3943465294963554,0.2993071487901656,4.486
283,compound-284,Nc1ccc(Br)cc1,172.025,2.0313,26.02,0,1,8,1,1,0.39872778567861,0.0314268598405089,3.559
284,compound-285,Oc1c(Cl)cc(Cl)cc1Cl,197.448,3.3524000000000003,20.23,0,1,10,1,1,0.5048259317440998,0.1523601196325953,4.606
285,compound-286,C=C(C)C(=C)C,82.146,2.1386000000000003,0.0,1,0,6,0,0,0.0958700950183344,0.0401210568686389,4.075
286,compound-287,c1ccoc1,68.075,1.2796,13.14,0,1,5,0,1,0.4726377692765221,0.0902023545085363,3.048
287,compound-288,c1ccc(Nc2ccccc2)cc1,169.227,3.430200000000002,12.03,2,2,13,1,1,0.3555271921456535,0.0383701366953933,4.65
288,compound-289,CC(=O)c1cccn1C,123.15499999999996,1.2277,22.0,1,1,9,0,2,0.348194217989054,0.1756216951472691,2.895
289,compound-290,CCCCN,73.139,0.7452000000000001,26.02,2,0,5,1,1,0.3304736813706357,0.0077376425064202,2.437
290,compound-291,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,231.893,4.0058,20.23,0,1,11,1,1,0.5047815553822836,0.1539060715781891,5.352
291,compound-292,c1cc[nH]c1,67.091,1.0147,15.79,0,1,5,1,0,0.3676367128834121,0.0004958447284679,2.504
292,compound-293,CC(C)c1cccc(C(C)C)c1N,177.29099999999997,3.5156000000000027,26.02,2,1,13,1,1,0.3982654958712662,0.0383896590439538,4.064
293,compound-294,C#CC[C@H](C)O,84.118,0.3905,20.23,1,0,6,1,1,0.392427134034663,0.0620698099081844,3.38
294,compound-295,CCc1cccc(CC)c1N(COC)C(=O)CCl,269.77199999999993,2.9871000000000016,29.54,6,1,18,0,2,0.3638897980693819,0.2433161221761226,4.733
295,compound-296,CCCCCCCCCCCN,171.32799999999995,3.475900000000001,26.02,9,0,12,1,1,0.3304735039634225,0.0077275467039627,5.912
296,compound-297,COCCN,75.11099999999999,-0.4084999999999998,35.25,2,0,5,1,2,0.3833784942275812,0.0584441372276568,2.156
297,compound-298,Brc1nc(Br)c(Br)[nH]1,304.76699999999994,2.6972,28.68,0,1,8,1,1,0.3262666708655111,0.1759340116064453,4.697
298,compound-299,Fc1ccc(Oc2ccc(F)cc2)cc1,206.191,3.757100000000002,9.23,2,2,15,0,1,0.4573773732936515,0.1271358175847237,5.261
299,compound-300,BrC(Br)c1ccccc1C(Br)Br,421.752,5.263400000000002,0.0,2,1,12,0,0,0.0949367856038769,0.0711830800364523,5.985
300,compound-301,CC(Cl)(Cl)Cl,133.405,2.3765,0.0,0,0,5,0,0,0.1873821853498865,0.0840134511428574,3.45
301,compound-302,Cc1ccc(Cl)c(Cl)c1,161.031,3.301820000000001,0.0,0,1,9,0,0,0.0827128462813607,0.0594441330320159,4.743
302,compound-303,Clc1cccc(Cl)c1C(Cl)Cl,229.921,4.469600000000001,0.0,1,1,11,0,0,0.13517643543957,0.0999473849767991,5.375
303,compound-304,CCc1ccccc1,106.168,2.249000000000001,0.0,1,1,8,0,0,0.0622487416550616,0.0307440828251019,4.005
304,compound-305,CCC(C)=O,72.107,0.9854,17.07,1,0,5,0,1,0.3000423849594125,0.1290650325260376,1.35
305,compound-306,Oc1ccc(Cl)cc1Cl,163.003,2.6990000000000007,20.23,0,1,9,1,1,0.5063937792446614,0.1337734077298626,4.323
306,compound-307,Nc1ccccc1C(=O)c1ccc(Cl)cc1,231.682,3.153200000000002,43.09,2,2,16,1,2,0.3981289924965981,0.1945928284388951,5.039
307,compound-308,CC(=O)OC(C)(C)C,116.15999999999998,1.348,26.3,0,0,8,0,2,0.4601506704482133,0.3026461161791004,2.551
308,compound-309,CN(C)c1ccc(/C=C/C=O)cc1,175.231,1.9647,20.31,3,1,13,0,2,0.3776609098891941,0.1423572314425409,4.473
309,compound-310,O=Cc1cccc(C(F)(F)F)c1,174.12099999999998,2.517900000000001,17.07,1,1,12,0,1,0.4159328158798201,0.2978961844985869,5.275
310,compound-311,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,207.107,2.3192000000000004,63.370000000000005,1,1,14,1,3,0.5079416018252678,0.4226355946334402,4.355
311,compound-312,O=[N+]([O-])c1ccccc1Cl,157.55599999999998,2.2482000000000006,43.14,1,1,10,0,2,0.2873708938075528,0.2582632573704161,3.73
312,compound-313,Oc1ccc(/N=N/c2ccccc2)cc1,198.22500000000005,3.8076000000000025,44.95,2,2,15,1,3,0.5079642754871322,0.1152323114805481,5.229
313,compound-314,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,184.107,1.2086000000000003,106.51000000000002,2,1,13,1,5,0.4973135251578814,0.3175497390905027,24.5622
314,compound-315,Cc1ccc(C)o1,96.129,1.89644,13.14,0,1,7,0,1,0.4666914135013632,0.1005787079731031,3.131
315,compound-316,O=Cc1c(F)c(F)c(F)c(F)c1F,196.074,2.1946000000000003,17.07,1,1,13,0,1,0.2976615179993368,0.2000692222984461,5.251
316,compound-317,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,184.107,1.2086000000000003,106.51000000000002,2,1,13,1,5,0.4973135251578814,0.3175497390905027,3.2994
317,compound-318,CCCCCCN,101.193,1.5254000000000003,26.02,4,0,7,1,1,0.330473503968813,0.0077275480879099,3.253
318,compound-319,CCOCCOC(C)=O,132.159,0.586,35.53,4,0,9,0,3,0.4634225482788649,0.3022073008453581,3.496
319,compound-320,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,370.49,5.599500000000002,20.23,2,2,20,1,1,0.3758393977853581,0.2265872716614569,5.788
320,compound-321,CCCCCC[C@@H](C)N,129.247,2.3040000000000003,26.02,5,0,9,1,1,0.3279874920366555,0.0010432061602494,4.403
321,compound-322,O=S(Cc1ccccc1)Cc1ccccc1,230.332,3.1355000000000013,17.07,4,2,16,0,1,0.258895520880118,0.0488548793501735,3.459
322,compound-323,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,406.907,6.609000000000002,40.46,2,2,21,2,2,0.5060328164669213,0.1387947182482227,7.287
323,compound-324,CC(=O)/C=C/C1=C(C)CCCC1(C)C,192.302,3.6582000000000026,17.07,2,0,14,0,1,0.2951807665268281,0.1521232870648674,4.577
324,compound-325,COc1cc(C=O)ccc1O,152.14899999999997,1.2133,46.53,2,1,11,1,3,0.5042543227773111,0.1606893236526211,3.259
325,compound-326,CCCCCCCCO,130.231,2.3392,20.23,6,0,9,1,1,0.3963765693422825,0.0430524072288793,3.983
326,compound-327,Cc1ccccc1C#N,117.15099999999995,1.8667,23.79,0,1,9,0,1,0.1924265287224701,0.0993901975525077,3.418
327,compound-328,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,231.893,4.0058,20.23,0,1,11,1,1,0.506280155911067,0.1367949681885226,5.752
328,compound-329,OCCN(CCO)c1ccccc1,181.235,0.4775999999999998,43.7,5,1,13,2,3,0.3945362592337094,0.0606170264845368,2.392
329,compound-330,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,488.593,5.204700000000001,20.23,0,1,12,1,1,0.5054933536425348,0.1458087725568128,6.72
330,compound-331,CC(C)c1ccc(C=O)cc1,148.20499999999998,2.6225000000000005,17.07,2,1,11,0,1,0.2978964088451518,0.1495483659884389,4.35
331,compound-332,NC(=O)c1ccc(Cl)cc1Cl,190.029,2.0923,43.09,1,1,11,1,1,0.3655532293799516,0.2497123775815779,3.298
332,compound-333,CC(C)(O)C(Cl)(Cl)Cl,177.458,2.127500000000001,20.23,0,0,8,1,1,0.3860052507736082,0.2177091803875139,3.119
333,compound-334,CCNCCO,89.138,-0.4118000000000001,32.26,3,0,6,2,2,0.3950544582455796,0.0555434703836621,1.78
334,compound-335,c1ccc(Oc2ccccc2)cc1,170.211,3.478900000000002,9.23,2,2,13,0,1,0.4573845977458952,0.1269277489093993,4.629
335,compound-336,CC(C)(C)SC(C)(C)C,146.29899999999998,3.316600000000002,0.0,0,0,9,0,1,0.1500775988560486,0.0080307811986395,3.701
336,compound-337,O=Cc1ccccc1O,122.12299999999996,1.2047,37.3,1,1,9,1,2,0.5072100278982061,0.1532681322488156,4.726
337,compound-338,CC(C)(C)CC(C)(C)N,129.247,2.1599000000000004,26.02,1,0,9,1,1,0.3255416173201797,0.0101982515920486,3.721
338,compound-339,O=C(Oc1ccccc1)c1ccccc1O,214.22,2.6114000000000006,46.53,2,2,16,1,3,0.5070525222360159,0.3468118641435122,5.259
339,compound-340,Nc1ccc(F)cc1,111.119,1.4079000000000002,26.02,0,1,8,1,1,0.3987260786638386,0.1228588428004865,3.818
340,compound-341,O=c1cc(-c2ccccc2)oc2ccccc12,222.243,3.4600000000000017,30.21,1,3,17,0,2,0.4558199464466406,0.1928162003900731,4.803
341,compound-342,CCOc1ccc(N)c([N+](=O)[O-])c1,182.179,1.5757,78.39,3,1,13,1,4,0.4936205302402744,0.2953082274568122,3.846
342,compound-343,O=Cc1ccc(Cl)cc1Cl,175.01399999999998,2.805900000000001,17.07,1,1,10,0,1,0.2978384208560953,0.1510498546521371,4.988
343,compound-344,CCCCOC(=O)CCCCC(=O)OCCCC,258.3579999999999,3.2334000000000023,52.60000000000001,11,0,18,0,4,0.4656751905951805,0.3052777456317892,4.851
344,compound-345,Oc1ccccc1-c1ccccc1,170.21099999999998,3.059200000000001,20.23,1,2,13,1,1,0.5073115203655634,0.1228983767303328,4.442
345,compound-346,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,285.343,2.997200000000002,38.77,3,1,21,0,3,0.4535950776302087,0.2460491426760078,4.561
346,compound-347,COc1ccccc1C(N)=O,151.16499999999996,0.7941,52.32,2,1,11,1,2,0.4959246063561634,0.2519618408238182,3.1
347,compound-348,Cc1ccc(O)cc1,108.14,1.70062,20.23,0,1,8,1,1,0.5079666481555334,0.1150944889513926,3.815
348,compound-349,CCN(CCO)c1cccc(C)c1,179.26299999999995,1.81362,23.47,4,1,13,1,2,0.3945362764227956,0.0606149866227065,3.53
349,compound-350,CC(C)SSC(C)C,150.31199999999998,3.184600000000001,0.0,3,0,8,0,2,0.0910425910227462,0.0094497234081453,4.257
350,compound-351,CCCCCCCCCCCC(C)=O,198.35,4.496300000000004,17.07,10,0,14,0,1,0.300031023494696,0.1293399502822748,5.742
351,compound-352,O=Cc1c(F)cccc1Cl,158.55899999999997,2.2916,17.07,1,1,10,0,1,0.2977230144373962,0.1540067976077095,4.227
352,compound-353,COC(=O)c1ccc(O)cc1O,168.148,0.8843999999999999,66.76,1,1,12,2,4,0.5078224801400435,0.3411369688083326,3.565
353,compound-354,CCCCOCCCC,130.231,2.603200000000001,9.23,6,0,9,0,1,0.3814528145933262,0.0465432723152332,3.606
354,compound-355,CCCCCC,86.178,2.5866000000000007,0.0,3,0,6,0,0,0.0653823845981235,0.0535787022523684,4.538
355,compound-356,CC(C)OC(C)C,102.17699999999998,1.8198,9.23,2,0,7,0,1,0.3761436759458136,0.0521856210381623,2.114
356,compound-357,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,184.107,1.2086000000000003,106.51000000000002,2,1,13,1,5,0.4973135251578814,0.3175497390905027,3.666
357,compound-358,CCCCC=O,86.134,1.3755,17.07,3,0,6,0,1,0.3034029096435604,0.1194900211111074,3.824
358,compound-359,C=C(C)C(=O)OCCO,130.14299999999997,0.098,46.53,3,0,9,1,3,0.4599096119587887,0.3326871219576966,2.759
359,compound-360,COc1ccc(C(C)=O)c(OC)c1OC,210.229,1.915,44.760000000000005,4,1,15,0,4,0.4927145513143608,0.2035310965151021,3.024
360,compound-361,CC[C@@H](C)O,74.12299999999999,0.7772,20.23,1,0,5,1,1,0.3934300872216237,0.050903904353539,1.305
361,compound-362,CCc1ccccn1,107.156,1.644,12.89,1,1,8,0,1,0.2613274260157389,0.040036012933263,2.413
362,compound-363,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,304.35200000000003,3.5847200000000026,53.47,7,1,19,0,6,0.4055367547130938,0.3813041331392303,4.513
363,compound-364,CCCCCCCC(C)=O,142.24200000000002,2.935900000000001,17.07,6,0,10,0,1,0.300031023494696,0.1293399502822649,3.971
364,compound-365,CC(=O)c1ccccc1,120.15099999999995,1.8892,17.07,1,1,9,0,1,0.2945122071568907,0.1592984965742936,2.87
365,compound-366,Clc1nc(Cl)c(Cl)c(Cl)c1Cl,251.327,4.348599999999999,12.89,0,1,11,0,1,0.2211144121177277,0.1505306501000829,5.728
366,compound-367,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,394.4230000000002,3.703300000000002,63.22,3,2,29,0,6,0.4928541654982912,0.1775661445303484,7.88
367,compound-368,Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,247.892,3.7114,40.46,0,1,12,2,2,0.5031564068208876,0.1792588029251594,5.29
368,compound-369,Brc1ccccc1Br,235.906,3.2116000000000007,0.0,0,1,8,0,0,0.0610667105133433,0.0316947313655007,4.764
369,compound-370,OC(C(F)(F)F)C(F)(F)F,168.03599999999997,1.4718999999999995,20.23,0,0,10,1,1,0.422901125659,0.3765619053384419,2.839
370,compound-371,ClCC(Cl)CCl,147.43200000000002,2.0714,0.0,2,0,6,0,0,0.1250666872994719,0.0606186120308702,3.408
371,compound-372,ClCCCCCl,127.014,2.2442,0.0,3,0,6,0,0,0.1267162259995788,0.022337404985431,3.391
372,compound-373,CCOc1cc(C=O)ccc1O,166.17599999999996,1.6034,46.53,3,1,12,1,3,0.5042541269718366,0.1611003612321703,3.278
373,compound-374,OCC(F)(F)F,100.039,0.5409999999999999,20.23,0,0,6,1,1,0.4110030046161755,0.386945770759235,2.924
374,compound-375,CC(=O)c1ccncc1,121.13899999999998,1.2842,29.96,1,1,9,0,2,0.2945102061034774,0.1594106327150247,2.858
